vid_title,artist_name,lp_name,score,genre,order_of_reviews
TNGHT - II EP REVIEW,TNGHT,II,7,"TRAP, WONKY, DECONSTRUCTED CLUB, GLITCH HOP",558
Yazz Ahmed - Polyhymnia ALBUM REVIEW,Yazz Ahmed,Polyhymnia,8,"SPIRITUAL JAZZ, JAZZ FUSION, ARABIC JAZZ",557
Coldplay - Everyday Life ALBUM REVIEW,Coldplay,Everyday Life,5,POP ROCK,556
Madeon - Good Faith ALBUM REVIEW,Madeon,Good Faith,6,"ELECTROPOP, FRENCH HOUSE",555
Lil Peep - Everybody's Everything COMPILATION REVIEW,Lil Peep,Everybody's Everything,5,"EMO TRAP, CLOUD RAP",554
Sunn O))) - Pyroclasts ALBUM REVIEW,Sunn O))),Pyroclasts,8,DRONE METAL,553
Rex Orange County - Pony ALBUM REVIEW,Rex Orange County,Pony,5,"INDIE POP, NEO-SOUL",552
Swans - leaving meaning. ALBUM REVIEW,Swans,leaving meaning.,7,"AVANT-FOLK, POST-ROCK, GOTHIC COUNTRY, DRONE",551
Kanye West - Jesus Is King ALBUM REVIEW,Kanye West,Jesus Is King,4,"CHRISTIAN HIP HOP, GOSPEL TRAP, ALTERNATIVE R&B",550
clipping. - There Existed an Addiction to Blood ALBUM REVIEW,clipping.,There Existed an Addiction to Blood,8,"INDUSTRIAL HIP HOP, HORRORCORE, NOISE, FIELD RECORDINGS",549
Caroline Polachek - Pang ALBUM REVIEW,Caroline Polachek,Pang,8,"ART POP, ALTERNATIVE R&B",548
Lightning Bolt - Sonic Citadel ALBUM REVIEW,Lightning Bolt,Sonic Citadel,8,NOISE ROCK,547
Ana Frango Elétrico - Little Electric Chicken Heart ALBUM REVIEW,Ana Frango Elétrico,Little Electric Chicken Heart,8,"CHAMBER POP, SAMBA JAZZ, INDIE ROCK",546
Danny Brown - uknowhatimsayin¿ ALBUM REVIEW,Danny Brown,uknowhatimsayin¿,8,"ALTERNATIVE HIP HOP, HARDCORE HIP HOP",545
Weatherday - Come in ALBUM REVIEW,Weatherday,Come in,7,"LO-FI INDIE, SINGER-SONGWRITER, NOISE POP, EMO",544
DaBaby - Kirk ALBUM REVIEW,DaBaby,Kirk,5,TRAP RAP,543
Hobo Johnson - The Fall of Hobo Johnson ALBUM REVIEW,Hobo Johnson,The Fall of Hobo Johnson,8,"EMO RAP, SPOKEN WORD, ALTERNATIVE ROCK",542
Brittany Howard - Jaime ALBUM REVIEW,Brittany Howard,Jaime,7,"PSYCHEDELIC SOUL, BLUES ROCK",541
Charli XCX - Charli ALBUM REVIEW,Charli XCX,Charli,9,"FUTURE POP, BUBBLEGUM BASS",540
JPEGMAFIA - All My Heroes Are Cornballs ALBUM REVIEW,JPEGMAFIA,All My Heroes Are Cornballs,8,"ALTERNATIVE R&B, EXPERIMENTAL HIP HOP",539
Alex Cameron - Miami Memory ALBUM REVIEW,Alex Cameron,Miami Memory,8,"POP ROCK, HEARTLAND ROCK, SYNTHPOP",538
Lana Del Rey - Norman [Fricking] Rockwell! ALBUM REVIEW,Lana Del Rey,Norman [Fricking] Rockwell!,8,"DREAMY CHAMBER POP, SOFT ROCK, SINGER-SONGWRITER",537
Tool - Fear Inoculum ALBUM REVIEW,Tool,Fear Inoculum,4,"ALTERNATIVE METAL, PROG METAL",536
Rapsody - Eve ALBUM REVIEW,Rapsody,Eve,7,CONSCIOUS HIP HOP,535
Taylor Swift - Lover ALBUM REVIEW,Taylor Swift,Lover,6,POP,534
Oh Sees - Face Stabber ALBUM REVIEW,Oh Sees,Face Stabber,6,"PSYCH ROCK, KRAUTROCK, JAM BAND",533
Young Thug - So Much Fun ALBUM REVIEW,Young Thug,So Much Fun,7,TRAP RAP,532
King Gizzard & The Lizard Wizard - Infest the Rats' Nest ALBUM REVIEW,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,8,"THRASH METAL, HEAVY PSYCH",531
Clairo - Immunity ALBUM REVIEW,Clairo,Immunity,5,INDIE POP,530
Rich Brian - The Sailor ALBUM REVIEW,Rich Brian,The Sailor,6,"TRAP RAP, ALTERNATIVE R&B, ART POP",529
YBN Cordae - The Lost Boy ALBUM REVIEW,YBN Cordae,The Lost Boy,7,"CONSCIOUS HIP HOP, JAZZ RAP, TRAP RAP",528
Purple Mountains - Self-Titled ALBUM REVIEW,Purple Mountains,Self-Titled,8,"ALT-COUNTRY, SINGER-SONGWRITER, FOLK ROCK",527
Chance the Rapper - The Big Day ALBUM REVIEW,Chance the Rapper,The Big Day,0,POP RAP,526
Dorian Electra - Flamboyant ALBUM REVIEW,Dorian Electra,Flamboyant,8,"ELECTROPOP, BUBBLEGUM BASS",525
Benny the Butcher - The Plugs I Met EP REVIEW,Benny the Butcher,The Plugs I Met,6,"EAST COAST HIP HOP, BOOM BAP, GANGSTA RAP",524
Lingua Ignota - Caligula ALBUM REVIEW,Lingua Ignota,Caligula,9,"NEOCLASSICAL DARKWAVE, DEATH INDUSTRIAL",523
Poppy - Choke EP REVIEW,Poppy,Choke,7,"FUTUREPOP, ELECTRO-INDUSTRIAL, ALTERNATIVE METAL",522
Pi'erre Bourne - The Life of Pi'erre 4 ALBUM REVIEW,Pi'erre Bourne,The Life of Pi'erre 4,3,"TRAP RAP, ALTERNATIVE R&B",521
Jaden - ERYS ALBUM REVIEW,Jaden,ERYS,3,"TRAP RAP, ALTERNATIVE R&B, RAP ROCK",520
Thom Yorke - Anima ALBUM REVIEW,Thom Yorke,Anima,7,"AMBIENT & GLITCH POP, MINIMAL TECHNO, IDM",519
Freddie Gibbs & Madlib - Bandana ALBUM REVIEW,Freddie Gibbs & Madlib,Bandana,8,"GANGSTA RAP, BOOM BAP, JAZZ RAP",518
black midi - Schlagenheim ALBUM REVIEW,black midi,Schlagenheim,8,"MATH ROCK, NOISE ROCK, POST-PUNK, NO WAVE",517
Jai Paul - Leak 04-13 (Bait Ones) ALBUM REVIEW,Jai Paul,Leak 04-13 (Bait Ones),6,"ALTERNATIVE R&B, INDIETRONICA, ART POP",516
The National - I Am Easy to Find ALBUM REVIEW,The National,I Am Easy to Find,4,"CHAMBER POP, INDIE ROCK, POST-PUNK REVIVAL",515
Denzel Curry - ZUU ALBUM REVIEW,Denzel Curry,ZUU,8,"TRAP RAP, SOUTHERN HIP HOP",514
Flying Lotus - Flamagra ALBUM REVIEW,Flying Lotus,Flamagra,5,"NU JAZZ, WONKY, GLITCH HOP, NEO-SOUL",513
slowthai - Nothing Great About Britain ALBUM REVIEW,slowthai,Nothing Great About Britain,8,"GRIME, UK HIP HOP",512
Injury Reserve - Self-Titled ALBUM REVIEW,Injury Reserve,Self-Titled,7,EXPERIMENTAL HIP HOP,511
Carly Rae Jepsen - Dedicated ALBUM REVIEW,Carly Rae Jepsen,Dedicated,7,DANCE-POP,510
"Tyler, the Creator - IGOR ALBUM REVIEW","Tyler, the Creator",IGOR,9,"NEO-SOUL, ALTERNATIVE HIP HOP",509
Big Thief - U.F.O.F. ALBUM REVIEW,Big Thief,U.F.O.F.,5,"INDIE FOLK, DREAM POP",508
Vampire Weekend - Father of the Bride ALBUM REVIEW,Vampire Weekend,Father of the Bride,6,INDIE POP,507
Logic - Confessions of a Dangerous Mind ALBUM REVIEW,Logic,Confessions of a Dangerous Mind,1,POP RAP,506
"Slauson Malone - A Quiet Farwell, 2016–2018 ALBUM REVIEW",Slauson Malone,"A Quiet Farwell, 2016–2018",8,"SOUND COLLAGE, ABSTRACT HIP HOP, GLITCH",505
Gus Dapperton - Where Polly People Go to Read ALBUM REVIEW,Gus Dapperton,Where Polly People Go to Read,4,HYPNAGOGIC POP,504
King Gizzard & The Lizard Wizard - Fishing for Fishies ALBUM REVIEW,King Gizzard & The Lizard Wizard,Fishing for Fishies,7,"BOOGIE ROCK, PSYCH POP",503
ScHoolboy Q - CrasH Talk ALBUM REVIEW,ScHoolboy Q,CrasH Talk,5,"TRAP RAP, WEST COAST HIP HOP",502
Sunn O))) - Life Metal ALBUM REVIEW,Sunn O))),Life Metal,7,DRONE METAL,501
Beyoncé - Homecoming ALBUM REVIEW,Beyoncé,Homecoming,8,"CONTEMPORARY R&B, MARCHING BAND, POP RAP",500
Cage the Elephant - Social Cues ALBUM REVIEW,Cage the Elephant,Social Cues,5,"POST-PUNK REVIVAL, POP ROCK",499
Dos Monos - Dos City ALBUM REVIEW,Dos Monos,Dos City,7,"J-RAP, EXPERIMENTAL HIP HOP, BOOM BAP",498
PUP - Morbid Stuff ALBUM REVIEW,PUP,Morbid Stuff,8,POP PUNK,497
Quelle Chris - Guns ALBUM REVIEW,Quelle Chris,Guns,8,"JAZZ RAP, CONSCIOUS HIP HOP",496
Billy Woods & Kenny Segal - Hiding Places ALBUM REVIEW,Billy Woods & Kenny Segal,Hiding Places,8,ABSTRACT HIP HOP,495
"Billie Eilish - When We All Fall Asleep, Where Do We Go? ALBUM REVIEW",Billie Eilish,"When We All Fall Asleep, Where Do We Go?",8,"ELECTROPOP, ALTERNATIVE R&B",494
American Football - LP3 ALBUM REVIEW,American Football,LP3,7,"DREAM POP, MIDWEST EMO, POST-ROCK",493
Dave - Psychodrama ALBUM REVIEW,Dave,Psychodrama,5,CONSCIOUS UK HIP HOP,492
Little Simz - Grey Area ALBUM REVIEW,Little Simz,Grey Area,9,"UK HIP HOP, JAZZ RAP",491
Juice WRLD - Death Race for Love ALBUM REVIEW,Juice WRLD,Death Race for Love,6,EMO RAP,490
Solange - When I Get Home ALBUM REVIEW,Solange,When I Get Home,6,"NEO-SOUL, ALTERNATIVE R&B, AMBIENT POP",489
Lil Pump - Harverd Dropout ALBUM REVIEW,Lil Pump,Harverd Dropout,4,TRAP RAP,488
Drake - So Far Gone ,Drake,So Far Gone ,5,"POP RAP, CONTEMPORARY R&B",487
"Ariana Grande - thank u, next ALBUM REVIEW",Ariana Grande,"thank u, next",8,"CONTEMPORARY R&B, TRAP, ELECTROPOP",486
Maggie Rogers - Heard It in a Past Life ALBUM REVIEW,Maggie Rogers,Heard It in a Past Life,3,SYNTHPOP,485
Bring Me the Horizon - amo ALBUM REVIEW,Bring Me the Horizon,amo,6,"ELECTROPOP, ALT-ROCK",484
Malibu Ken - Self-Titled ALBUM REVIEW,Malibu Ken,Self-Titled,8,"ABSTRACT HIP HOP, NEO-PSYCHEDELIA",483
Future - The WIZRD ALBUM REVIEW,Future,The WIZRD,7,TRAP RAP,482
21 Savage - I Am Greater Than I Was ALBUM REVIEW,21 Savage,I Am Greater Than I Was,7,TRAP RAP,481
"Black Thought & Salaam Remi - Streams of Thought, Vol. 2 EP REVIEW",Black Thought & Salaam Remi,"Streams of Thought, Vol. 2",7,"EAST COAST HIP HOP, BOOM BAP, CONSCIOUS HIP HOP",480
XXXTentacion - Skins ALBUM REVIEW,XXXTentacion,Skins,2,"EMO RAP, ALTERNATIVE R&B, RAP METAL",479
Earl Sweatshirt - Some Rap Songs ALBUM REVIEW,Earl Sweatshirt,Some Rap Songs,8,EXPERIMENTAL HIP HOP,478
J.I.D - DiCaprio 2 ALBUM REVIEW,J.I.D,DiCaprio 2,8,"TRAP RAP, CONSCIOUS HIP HOP, HARDCORE HIP HOP",477
6ix9ine - Dummy Boy ALBUM REVIEW,6ix9ine,Dummy Boy,4,"TRAP RAP, EAST COAST HIP HOP, REGGAETON",476
Anderson .Paak - Oxnard ALBUM REVIEW,Anderson .Paak,Oxnard,8,"NEO-SOUL, JAZZ RAP, SYNTH FUNK",475
"Lil Peep - Come Over When You're Sober, Pt. 2 ALBUM REVIEW",Lil Peep,"Come Over When You're Sober, Pt. 2",4,EMO RAP,474
Rosalía - El mal querer ALBUM REVIEW,Rosalía,El mal querer,8,"FLAMENCO POP, ALTERNATIVE R&B",473
Daughters - You Won't Get What You Want ALBUM REVIEW,Daughters,You Won't Get What You Want,10,"NOISE ROCK, INDUSTRIAL, NO WAVE, ART PUNK",472
Current 93 - The Light Is Leaving Us All ALBUM REVIEW,Current 93,The Light Is Leaving Us All,8,"NEOFOLK, POETRY",471
Lil Yachty - Nuthin' 2 Prove ALBUM REVIEW,Lil Yachty,Nuthin' 2 Prove,2,"TRAP RAP, POP RAP",470
Future & Juice WRLD - WRLD on Drugs ALBUM REVIEW,Future & Juice WRLD,WRLD on Drugs,5,TRAP RAP,469
Polyphia - New Levels New Devils ALBUM REVIEW,Polyphia,New Levels New Devils,8,MATH ROCK,468
City Morgue - Vol. 1: Hell or High Water ALBUM REVIEW,City Morgue,Vol. 1: Hell or High Water,6,"INDUSTRIAL HIP HOP, TRAP METAL",467
Horrendous - Idol ALBUM REVIEW,Horrendous,Idol,9,"PROGRESSIVE DEATH METAL, TECH-DEATH",466
Sheck Wes - Mudboy ALBUM REVIEW,Sheck Wes,Mudboy,6,TRAP RAP,465
Behemoth - I Loved You at Your Darkest ALBUM REVIEW,Behemoth,I Loved You at Your Darkest,7,BLACKENED DEATH METAL,464
twenty one pilots - Trench ALBUM REVIEW,twenty one pilots,Trench,8,"INDIE POP, HIP HOP, ALTERNATIVE ROCK",463
Logic - YSIV ALBUM REVIEW,Logic,YSIV,5,"BOOM BAP, POP RAP",462
Kero Kero Bonito - Time 'n' Place ALBUM REVIEW,Kero Kero Bonito,Time 'n' Place,8,"TWEE POP, SYNTH POP, NOISE POP",461
Lil Wayne - Tha Carter V ALBUM REVIEW,Lil Wayne,Tha Carter V,6,"POP RAP, TRAP RAP, HARDCORE HIP HOP",460
JMSN - Velvet ALBUM REVIEW,JMSN,Velvet,7,"ALTERNATIVE R&B, NEO-SOUL",459
BROCKHAMPTON - iridescence ALBUM REVIEW,BROCKHAMPTON,iridescence,7,"POP RAP, HARDCORE HIP HOP, ALTERNATIVE R&B",458
6LACK - East Atlanta Love Letter ALBUM REVIEW,6LACK,East Atlanta Love Letter,4,"ALTERNATIVE R&B, TRAP RAP, CLOUD RAP",457
Noname - Room 25 ALBUM REVIEW,Noname,Room 25,8,"JAZZ RAP, CONSCIOUS HIP HOP, NEO-SOUL",456
$uicideBoy$ - I Want to Die in New Orleans ALBUM REVIEW,$uicideBoy$,I Want to Die in New Orleans,6,"TRAP RAP, MEMPHIS RAP, CLOUD RAP",455
Thou - Magus ALBUM REVIEW,Thou,Magus,6,"SLUDGE METAL, DOOM METAL",454
Armand Hammer - Paraffin ALBUM REVIEW,Armand Hammer,Paraffin,8,ABSTRACT HIP HOP,453
George Clanton - Slide ALBUM REVIEW,George Clanton,Slide,7,"HYPNAGOGIC POP, CHILLWAVE, SYNTHPOP",452
Eminem - Kamikaze ALBUM REVIEW,Eminem,Kamikaze,4,"HARDCORE HIP HOP, POP RAP, TRAP RAP",451
Interpol - Marauder ALBUM REVIEW,Interpol,Marauder,4,POST-PUNK REVIVAL,450
Oh Sees - Smote Reverser ALBUM REVIEW,Oh Sees,Smote Reverser,6,"PSYCH ROCK, HEAVY PSYCH, KRAUTROCK",449
Hermit and the Recluse - Orpheus vs. the Sirens ALBUM REVIEW,Hermit and the Recluse,Orpheus vs. the Sirens,8,ABSTRACT HIP HOP,448
Louis Cole - Time ALBUM REVIEW,Louis Cole,Time,8,"SYNTH FUNK, SOPHISTI-POP",447
Ariana Grande - Sweetener ALBUM REVIEW,Ariana Grande,Sweetener,7,"CONTEMPORARY R&B, ELECTROPOP",446
Iglooghost - Clear Tamei / Steel Mogu EP REVIEW,Iglooghost,Clear Tamei / Steel Mogu,8,"WONKY, GLITCH HOP, DRILL N BASS",445
Imperial Triumphant - Vile Luxury ALBUM REVIEW,Imperial Triumphant,Vile Luxury,8,JAZZY BLACKENED TECH-DEATH,444
Mac Miller - Swimming ALBUM REVIEW,Mac Miller,Swimming,3,"POP RAP, ALTERNATIVE R&B, NEO-SOUL",443
YG - Stay Dangerous ALBUM REVIEW,YG,Stay Dangerous,5,"TRAP RAP, WEST COAST HIP HOP",442
Travis Scott - Astroworld ALBUM REVIEW,Travis Scott,Astroworld,7,TRAP RAP,441
Let's Eat Grandma - I'm All Ears ALBUM REVIEW,Let's Eat Grandma,I'm All Ears,7,"ART POP, SYNTHPOP, INDIETRONICA",440
Denzel Curry - TA13OO ALBUM REVIEW,Denzel Curry,TA13OO,8,"TRAP RAP, CONSCIOUS HIP HOP, HARDCORE HIP HOP",439
Snail Mail - Lush ALBUM REVIEW,Snail Mail,Lush,6,INDIE ROCK,438
Haru Nemuri - Haru to Shura ALBUM REVIEW,Haru Nemuri,Haru to Shura,8,"NOISE POP, POST-HARDCORE, JAPANESE HIP HOP, EXPERIMENTAL ROCK",437
Deafheaven - Ordinary Corrupt Human Love ALBUM REVIEW,Deafheaven,Ordinary Corrupt Human Love,5,"BLACKGAZE, POST-ROCK",436
The Carters - Everything Is Love ALBUM REVIEW,The Carters,Everything Is Love,5,"POP RAP, CONTEMPORARY R&B, TRAP RAP",435
Teyana Taylor - K.T.S.E. ALBUM REVIEW,Teyana Taylor,K.T.S.E.,6,CONTEMPORARY R&B,434
Vein - Errorzone ALBUM REVIEW,Vein,Errorzone,6,"METALCORE, ALTERNATIVE METAL",433
Kamasi Washington - Heaven and Earth ALBUM REVIEW,Kamasi Washington,Heaven and Earth,6,"SPIRITUAL JAZZ, JAZZ FUSION, SOUL JAZZ",432
Gorillaz - The Now Now ALBUM REVIEW,Gorillaz,The Now Now,6,"ELECTROPOP, SYNTH FUNK",431
Jay Rock - Redemption ALBUM REVIEW,Jay Rock,Redemption,4,"WEST COAST HIP HOP, TRAP RAP, POP RAP",430
Drake - Scorpion ALBUM REVIEW,Drake,Scorpion,4,"POP RAP, TRAP RAP, CONTEMPORARY R&B",429
Nine Inch Nails - Bad Witch ALBUM REVIEW,Nine Inch Nails,Bad Witch,7,"INDUSTRIAL ROCK, DARK JAZZ, DRONE",428
Death Grips - Year of the Snitch ALBUM REVIEW,Death Grips,Year of the Snitch,9,"CURSED IMAGES AS SOUND, DEATH GRIPS 2.0",427
Rico Nasty - Nasty ALBUM REVIEW,Rico Nasty,Nasty,6,"TRAP RAP, HARDCORE HIP HOP",426
SOPHIE - Oil of Every Pearl's Un-Insides ALBUM REVIEW,SOPHIE,Oil of Every Pearl's Un-Insides,8,"ART POP, BUBBLEGUM BASS, POST-INDUSTRIAL, AMBIENT",425
Nas - Nasir ALBUM REVIEW,Nas,Nasir,6,"EAST COAST HIP HOP, POLITICAL HIP HOP",424
Bladee - Red Light ALBUM REVIEW,Bladee,Red Light,1,"ALTERNATIVE R&B, CLOUD RAP",423
Tropical [Frick] Storm - A Laughing Death in Meatspace ALBUM REVIEW,Tropical [Frick] Storm,A Laughing Death in Meatspace,8,"BLUES PUNK, PSYCH ROCK, POST-PUNK",422
"Black Thought & 9th Wonder - Streams of Thought, Vol. 1 EP REVIEW",Black Thought & 9th Wonder,"Streams of Thought, Vol. 1",8,"EAST COAST HIP HOP, BOOM BAP, CONSCIOUS HIP HOP, BARS!!",421
Tierra Whack - Whack World ALBUM REVIEW,Tierra Whack,Whack World,7,"POP RAP, ALTERNATIVE R&B, TRAP RAP, NEO-SOUL, EAST COAST HIP HOP",420
KIDS SEE GHOSTS - Self-Titled ALBUM REVIEW,KIDS SEE GHOSTS,KID SEE GHOSTS,10,NEO-PSYCHEDELIC-SOUL-GRUNGE...RAP,419
Ghost - Prequelle ALBUM REVIEW,Ghost,Prequelle,8,"HEAVY METAL, ARENA ROCK, PROG ROCK",418
Kanye West - ye ALBUM REVIEW,Kanye West,ye,8,"POP RAP, EXPERIMENTAL HIP HOP, NEO-SOUL",417
A$AP Rocky - Testing ALBUM REVIEW,A$AP Rocky,Testing,4,"CLOUD RAP, TRAP RAP, ALTERNATIVE R&B, EXPERIMENTAL HIP HOP",416
Pusha T - DAYTONA ALBUM REVIEW,Pusha T,DAYTONA,8,HARDCORE HIP HOP,415
Frank Ocean - Endless REDUX REVIEW,Frank Ocean,Endless,8,"ALTERNATIVE R&B, AMBIENT POP, NEO-SOUL",414
Arctic Monkeys - Tranquility Base Hotel + Casino ALBUM REVIEW,Arctic Monkeys,Tranquility Base Hotel + Casino,5,SPACE-AGE LOUNGE ROCK,413
Beach House - 7 ALBUM REVIEW,Beach House,7,7,"DREAM POP, SHOEGAZE, NEO-PSYCHEDELIA, ETHEREAL WAVE",412
Playboi Carti - Die Lit ALBUM REVIEW,Playboi Carti,Die Lit,7,"TRAP RAP, CLOUD RAP",411
Kimbra - Primal Heart ALBUM REVIEW,Kimbra,Primal Heart,7,"ART POP, ELECTROPOP, ALTERNATIVE R&B",410
Janelle Monáe - Dirty Computer ALBUM REVIEW,Janelle Monáe,Dirty Computer,8,"CONTEMPORARY R&B, SYNTH FUNK, ART POP, CONSCIOUS HIP HOP",409
Sleep - The Sciences ALBUM REVIEW,Sleep,The Sciences,8,STONER DOOM METAL,408
"Hop Along - Bark Your Head Off, Dog ALBUM REVIEW",Hop Along,"Bark Your Head Off, Dog",8,"INDIE ROCK, CHAMBER POP",407
Sons of Kemet - Your Queen Is a Reptile ALBUM REVIEW,Sons of Kemet,Your Queen Is a Reptile,8,AFRO-JAZZ,406
Kali Uchis - Isolation ALBUM REVIEW,Kali Uchis,Isolation,8,"NEO-SOUL, CONTEMPORARY R&B",405
Cardi B - Invasion of Privacy ALBUM REVIEW,Cardi B,Invasion of Privacy,6,"TRAP RAP, EAST COAST HIP HOP, POP RAP",404
CZARFACE & MF DOOM - Czarface Meets Metal Face ALBUM REVIEW,CZARFACE & MF DOOM,Czarface Meets Metal Face,7,"EAST COAST HIP HOP, BOOM BAP",403
The Voidz - Virtue ALBUM REVIEW,The Voidz,Virtue,8,"EXPERIMENTAL ROCK, HYPNAGOGIC POP, SYNTH PUNK, NEO-PSYCHEDELIA",402
"The Weeknd - My Dear Melancholy, EP REVIEW",The Weeknd,My Dear Melancholy,5,ALTERNATIVE R&B,401
Judas Priest - Firepower ALBUM REVIEW,Judas Priest,Firepower,8,HEAVY METAL,400
XXXTENTACION - ? ALBUM REVIEW,XXXTENTACION,?,4,"EMO RAP, ALTERNATIVE R&B, SINGER-SONGWRITER",399
Natalia Lafourcade - Musas Vol. 2 ALBUM REVIEW,Natalia Lafourcade,Musas Vol. 2,8,LATIN AMERICAN FOLK MUSIC,398
Lil Yachty - Lil Boat 2 ALBUM REVIEW,Lil Yachty,Lil Boat 2,7,TRAP RAP,397
Logic - Bobby Tarantino II ,Logic,Bobby Tarantino II ,5,"TRAP RAP, EAST COAST HIP HOP, POP RAP",396
Anna von Hausswolff - Dead Magic ALBUM REVIEW,Anna von Hausswolff,Dead Magic,8,"NEOCLASSICAL DARKWAVE, EXPERIMENTAL ROCK, DRONE, AMBIENT",395
Andrew W.K. - You're Not Alone ALBUM REVIEW,Andrew W.K.,You're Not Alone,8,SELF-HELP ARENA ROCK OPERA,394
A.A.L (Against All Logic) - 2012 - 2017 ALBUM REVIEW,A.A.L (Against All Logic),2012,9,OTHER PEOPLE,393
Screaming Females - All at Once ALBUM REVIEW,Screaming Females,All at Once,8,"INDIE ROCK, PUNK ROCK",392
6ix9ine - Day69 ,6ix9ine,Day69 ,3,"SOUNDCLOUD RAP, TRAP RAP, POST-CRUNKCORE",391
U.S. Girls - In a Poem Unlimited ALBUM REVIEW,U.S. Girls,In a Poem Unlimited,8,"ART POP, PSYCH POP, NEO-PSYCHEDELIA",390
Car Seat Headrest - Twin Fantasy (Face to Face) ALBUM REVIEW,Car Seat Headrest,Twin Fantasy (Face to Face),8,"INDIE ROCK, SINGER-SONGWRITER",389
Various Artists - Black Panther The Album ALBUM REVIEW,Various Artists,Black Panther The Album,6,"WEST COAST HIP HOP, TRAP RAP, CONTEMPORARY R&B, FILM SOUNDTRACK",388
MGMT - Little Dark Age ALBUM REVIEW,MGMT,Little Dark Age,8,"SYNTH POP, GOTHIC HYPNAGOGIC POP, JANGLE POP, PSYCH POP",387
Tiny Moving Parts - Swell ALBUM REVIEW,Tiny Moving Parts,Swell,4,"MIDWEST EMO, POP PUNK, POST-HARDCORE, MATH ROCK",386
Rich Brian - Amen ALBUM REVIEW,Rich Brian,Amen,6,"TRAP RAP, POP RAP",385
Portal - Ion ALBUM REVIEW,Portal,Ion,9,"DEATH METAL, TECHNICAL DEATH METAL, AVANT-GARDE METAL",384
Migos - Culture II ALBUM REVIEW,Migos,Culture II,4,"TRAP RAP, POP RAP",383
Kanye West - The Life of Pablo REDUX REVIEW,Kanye West,The Life of Pablo,8,"POP RAP, EXPERIMENTAL HIP HOP",382
JPEGMAFIA - Veteran ALBUM REVIEW,JPEGMAFIA,Veteran,8,"EXPERIMENTAL HIP HOP, POST-TRAP, HIJACKED POP RAP, DEATHBOMB ARC VIBES",381
CupcakKe - Ephorize ALBUM REVIEW,CupcakKe,Ephorize,7,"TRAP RAP, POP RAP",380
Charli XCX - Pop 2 ,Charli XCX,Pop 2 ,7,"ELECTROPOP, BUBBLEGUM BASS, FUTURE POP",379
N.E.R.D - NO_ONE EVER REALLY DIES ALBUM REVIEW,N.E.R.D,NO_ONE EVER REALLY DIES,7,"POP RAP, ALTERNATIVE HIP HOP, SYNTH PUNK",378
"Travis Scott & Quavo - Huncho Jack, Jack Huncho ALBUM REVIEW",Travis Scott & Quavo,"Huncho Jack, Jack Huncho",6,"TRAP RAP, SOUTHERN HIP HOP, POP RAP",377
Eminem - Revival ALBUM REVIEW,Eminem,Revival,2,"POP RAP, HARDCORE HIP HOP",376
Brockhampton - Saturation III ALBUM REVIEW,Brockhampton,Saturation III,8,"POP RAP, EXPERIMENTAL HIP HOP, ALTERNATIVE R&B, HARDCORE HIP HOP",375
Big Sean & Metro Boomin - Double or Nothing ALBUM REVIEW,Big Sean & Metro Boomin,Double or Nothing,5,"POP RAP, TRAP RAP",374
Princess Nokia - 1992 Deluxe ALBUM REVIEW,Princess Nokia,1992 Deluxe,8,"EAST COAST HIP HOP, TRAP RAP, CLOUD RAP",373
Rosalía - Los Ángeles ALBUM REVIEW,Rosalía,Los Ángeles,8,CONTEMPORARY FLAMENCO,372
Jaden Smith - SYRE ALBUM REVIEW,Jaden Smith,SYRE,4,"POP RAP, ALTERNATIVE R&B",371
Liars - TFCF ALBUM REVIEW,Liars,TFCF,5,"SYNTH PUNK, POST-INDUSTRIAL, EXPERIMENTAL ROCK",370
Taylor Swift - Reputation ALBUM REVIEW,Taylor Swift,Reputation,4,"ELECTROPOP, CONTEMPORARY R&B, TRAP",369
Weezer - Pacific Daydream ALBUM REVIEW,Weezer,Pacific Daydream,4,"POP ROCK, ELECTROPOP, POWER POP",368
Big K.R.I.T. - 4eva Is a Mighty Long Time ALBUM REVIEW,Big K.R.I.T.,4eva Is a Mighty Long Time,9,"SOUTHERN HIP HOP, CONSCIOUS HIP HOP, DIRTY SOUTH, JAZZ RAP",367
Fever Ray - Plunge ALBUM REVIEW,Fever Ray,Plunge,5,"ART POP, ELECTROPOP, DARKWAVE, ELECTRO-INDUSTRIAL",366
Future & Young Thug - Super Slimey ,Future & Young Thug,Super Slimey ,5,"TRAP RAP, SOUTHERN HIP HOP, POP RAP",365
Primitive Man - Caustic ALBUM REVIEW,Primitive Man,Caustic,8,"SLUDGE METAL, BLACKENED DOOM METAL, NOISE",364
Beck - Colors ALBUM REVIEW,Beck,Colors,4,"POP ROCK, ALTERNATIVE DANCE, SYNTHPOP, ADULT CONTEMPORARY",363
King Krule - The OOZ ALBUM REVIEW,King Krule,The OOZ,4,"ART ROCK, TRIP HOP, NU JAZZ, POST-PUNK",362
St. Vincent - MASSEDUCTION ALBUM REVIEW,St. Vincent,MASSEDUCTION,6,"ART POP, SYNTHPOP",361
Protomartyr - Relatives In Descent ALBUM REVIEW,Protomartyr,Relatives In Descent,8,"POST-PUNK, ART PUNK",360
Kelela - Take Me Apart ALBUM REVIEW,Kelela,Take Me Apart,8,"ALTERNATIVE R&B, ART POP, UK BASS, WONKY, ""FAR&B""",359
